"eventid","iyear","imonth","iday","approxdate","extended","resolution","country","country_txt","region","region_txt","provstate","city","latitude","longitude","specificity","vicinity","location","summary","crit1","crit2","crit3","doubtterr","alternative","alternative_txt","multiple","success","suicide","attacktype1","attacktype1_txt","attacktype2","attacktype2_txt","attacktype3","attacktype3_txt","targtype1","targtype1_txt","targsubtype1","targsubtype1_txt","corp1","target1","natlty1","natlty1_txt","targtype2","targtype2_txt","targsubtype2","targsubtype2_txt","corp2","target2","natlty2","natlty2_txt","targtype3","targtype3_txt","targsubtype3","targsubtype3_txt","corp3","target3","natlty3","natlty3_txt","gname","gsubname","gname2","gsubname2","gname3","ingroup","ingroup2","ingroup3","gsubname3","motive","guncertain1","guncertain2","guncertain3","nperps","nperpcap","claimed","claimmode","claimmode_txt","claim2","claimmode2","claimmode2_txt","claim3","claimmode3","claimmode3_txt","compclaim","weaptype1","weaptype1_txt","weapsubtype1","weapsubtype1_txt","weaptype2","weaptype2_txt","weapsubtype2","weapsubtype2_txt","weaptype3","weaptype3_txt","weapsubtype3","weapsubtype3_txt","weaptype4","weaptype4_txt","weapsubtype4","weapsubtype4_txt","weapdetail","nkill","nkillus","nkillter","nwound","nwoundus","nwoundte","property","propextent","propextent_txt","propvalue","propcomment","ishostkid","nhostkid","nhostkidus","nhours","ndays","divert","kidhijcountry","ransom","ransomamt","ransomamtus","ransompaid","ransompaidus","ransomnote","hostkidoutcome","hostkidoutcome_txt","nreleased","addnotes","scite1","scite2","scite3","dbsource","INT_LOG","INT_IDEO","INT_MISC","INT_ANY","related"
"201408110053","2014","8","11","","0","","78","Greece","8","Western Europe","Western Greece","Patras","38.246181","21.734825","1","0","","08/11/2014: Assailants threw Molotov cocktails at an undocumented immigrant settlement in Patras city, West Greece region, Greece. No further information is available.","1","1","1","0","",".","0","1","0","8","Unarmed Assault","",".","",".","13","Other","65","Refugee Camp","Not Applicable","Undocumented Immigrant Settlement","78","Greece","",".","",".","","","",".","",".","",".","","","",".","Unknown","","","","","-9","","","","","0","","","-99","0","0","",".","","",".","","",".","","8","Incendiary","19","Molotov Cocktail/Petrol Bomb","",".","",".","",".","",".","",".","",".","Make shift firebomb were used in the attack.","0","0","0","0","0","0","1","3","Minor (likely < $1 million)","-99","A makeshift camp was damaged in this attack.","0","","","","","","","","","","","","","",".","","","Makeshift migrants' camp firebombed in Patra, eKathimerini.com, August 12, 2014.","","","START Primary Collection","-9","-9","0","-9",""
"201408110060","2014","8","11","","0","","217","United States","1","North America","Texas","Corinth","33.15407","-97.064381","1","0","","08/11/2014: An assailant, identified as Douglas Leguin, opened fire on firefighters and police officers in Dallas, Texas, United States. Leguin, who was armed with an AK-47, propane tanks and bottles containing flammable liquid, approached and intended to occupy a residence with an eight-year-old girl and her nanny trapped inside. No casualties were reported. After an exchange of fire, Leguin was captured by police. Douglas Leguin, who identified as a member of Sovereign Citizen, claimed responsibility for the incident and stated that the attack was carried out in order to get citizens to vote.","1","1","1","0","",".","0","1","0","3","Bombing/Explosion","2","Armed Assault","",".","3","Police","25","Police Security Forces/Officers","Dallas Police Department","Officers","217","United States","13","Other","64","Fire Fighter/Truck","Dallas Fire-Rescue Department","Firefighters","217","United States","14","Private Citizens & Property","67","Unnamed Civilian/Unspecified","Not Applicable","Civilians","217","United States","Sovereign Citizen","","","","","40377","","","","Douglas Leguin, who identified as a member of Sovereign Citizen, claimed responsibility for the incident and stated that the attack was carried out in order to get citizens to vote.","1","","","1","0","1","8","Personal claim","","",".","","",".","","6","Explosives/Bombs/Dynamite","17","Other Explosive Type","5","Firearms","2","Automatic Weapon","",".","",".","",".","",".","An AK-47 automatic rifle, jars of flammable liquid and propane tanks intended to explode when fired at were used in the attack.","0","0","0","0","0","0","1","3","Minor (likely < $1 million)","-99","A firetruck was damaged in this attack.","0","","","","","","","","","","","","","",".","","Although Douglas Leguin, a self-identified member of Sovereign Citizen, claimed responsibility for the incident, the attack does not represent Sovereign Citizen ideology.","Cops: Man fires AK-47 at authorities; says he meant no harm, CBS News, August 18, 2014.","Accused North Dallas Shooter Claims Incident was 'Get Out the Vote' Publicity Stunt, NBC Dallas-Fort Worth, August 15, 2014.","Suspect who allegedly shot at first responders made strange 911 call, FOX Dallas - Fort Worth, August 12, 2014.","START Primary Collection","0","0","0","0",""
"201408140062","2014","8","14","","0","","96","Ireland","8","Western Europe","Donegal","Downings","55.196477","-7.832941","1","0","","08/14/2014: An explosive device was discovered and defused underneath a vehicle at the holiday residence of John O'Donnell, an independent county councilor and a well-known businessman, in Downings village, Donegal county, Ireland. This was one of two related incidents at houses connected to O'Donnell in Donegal on the same day. No group claimed responsibility for the incidents.","1","1","1","0","",".","1","0","0","3","Bombing/Explosion","",".","",".","2","Government (General)","15","Politician or Political Party Movement/Meeting/Rally","Government of Donegal","Holiday Home of County Councilor: John O'Donnell","96","Ireland","",".","",".","","","",".","",".","",".","","","",".","Unknown","","","","","-9","","","","","0","","","-99","0","0","",".","","",".","","",".","","6","Explosives/Bombs/Dynamite","17","Other Explosive Type","",".","",".","",".","",".","",".","",".","A pipe bomb (defused) was used in the attack.","0","0","0","0","0","0","0","",".","","","0","","","","","","","","","","","","","",".","","","Councillor badly shaken after bomb found at his home, Irish Independent, August 16, 2014.","Gardaí investigate after bomb squad find viable explosive device near Donegal home, TheJournal.ie, August 15, 2014.","Suspect device found beside home of well-known Donegal businessman, Breaking News.ie, August 15, 2014.","START Primary Collection","-9","-9","0","-9","201408140063"
"201408140063","2014","8","14","","0","","96","Ireland","8","Western Europe","Donegal","Kilmacrennan","55.029987","-7.777089","1","0","","08/14/2014: An explosive device was discovered and defused at a residence belonging to a relative of John O'Donnell, an independent county councilor and a well-known businessman, in Kilmacrennan village, Donegal county, Ireland. This was one of two related incidents at houses connected to O'Donnell in Donegal on the same day. No group claimed responsibility for the incidents.","1","1","1","0","",".","1","0","0","3","Bombing/Explosion","",".","",".","2","Government (General)","15","Politician or Political Party Movement/Meeting/Rally","Government of Donegal","Residence of Relative of County Councilor John O'Donnell","96","Ireland","",".","",".","","","",".","",".","",".","","","",".","Unknown","","","","","-9","","","","","0","","","-99","0","0","",".","","",".","","",".","","6","Explosives/Bombs/Dynamite","17","Other Explosive Type","",".","",".","",".","",".","",".","",".","A pipe bomb (defused) was used in the attack.","0","0","0","0","0","0","0","",".","","","0","","","","","","","","","","","","","",".","","","Councillor badly shaken after bomb found at his home, Irish Independent, August 16, 2014.","Suspect device found beside home of well-known Donegal businessman, Breaking News.ie, August 15, 2014.","","START Primary Collection","-9","-9","0","-9","201408140062"
"201408160089","2014","8","16","","0","","603","United Kingdom","8","Western Europe","Northern Ireland","Ballygawley","54.46275","-7.02819","1","0","Dungannon","08/16/2014: Assailants attacked the vehicle of Sammy Brush in Ballygawley village, Dungannon district, Northern Ireland, United Kingdom. Brush, a councilor, was unharmed in the attack. No group claimed responsibility for the incident.","1","1","1","0","",".","0","1","0","8","Unarmed Assault","",".","",".","2","Government (General)","15","Politician or Political Party Movement/Meeting/Rally","Government of Dungannon and South Tyrone","Councilor: Sammy Brush","233","Northern Ireland","",".","",".","","","",".","",".","",".","","","",".","Unknown","","","","","-9","","","","The specific motive is unknown; however, sources speculated that the attack may have been part of a larger trend of sectarian violence in Northern Ireland.","0","","","-99","0","0","",".","","",".","","",".","","10","Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)","",".","",".","",".","",".","",".","",".","",".","","0","0","0","0","0","0","1","3","Minor (likely < $1 million)","-99","A vehicle was damaged in this attack.","0","","","","","","","","","","","","","",".","","","Sammy Brush: DUP councillor in Ballygawley 'targeted for 39th time', BBC, August 17, 2014.","DUP councillor attacked 'for 40th time', UTV, August 24, 2014.","","START Primary Collection","-9","-9","1","1",""
"201408190096","2014","8","20","","0","","185","Spain","8","Western Europe","Biscay","Loiu","43.306575","-2.894434","1","0","","08/20/2014: Assailants set five buses on fire in Loiu town, Biscay province, Spain. There were no reported casualties; however, the buses were damaged in the attack. An unknown group claimed responsibility for the incident and demanded the release of Basque Fatherland and Freedom (ETA) prisoners.","1","1","1","0","",".","0","1","0","7","Facility/Infrastructure Attack","",".","",".","19","Transportation","99","Bus (excluding tourists)","Lujua Company","Buses","185","Spain","",".","",".","","","",".","",".","",".","","","",".","Unknown","","","","","-9","","","","An unknown group claimed responsibility for the incident and demanded the release of Basque Fatherland and Freedom (ETA) prisoners.","0","","","-99","0","1","5","Note left at scene","","",".","","",".","","8","Incendiary","20","Gasoline or Alcohol","",".","",".","",".","",".","",".","",".","","0","0","0","0","0","0","1","3","Minor (likely < $1 million)","-99","Five buses were damaged in this attack.","0","","","","","","","","","","","","","",".","","","Spain: Leftist Basque Separatist Party Rejects Pro-ETA Arson Attacks on Buses, El Pais, August 22, 2014.","Arson attack on five buses in village near Bilbao is probable indication of renewed pro-ETA violence in Spain, Jane's, August 22, 2014.","","START Primary Collection","-9","-9","0","-9",""
"201408200045","2014","8","20","","0","","603","United Kingdom","8","Western Europe","Northern Ireland","Londonderry","54.996612","-7.308575","1","0","","08/20/2014: Assailants hijacked a delivery truck and demanded that the driver transport an explosive device to a police station in Londonderry city, Londonderry district, Northern Ireland, United Kingdom. The driver was released and the hijacked vehicle was recovered by authorities. No group claimed responsibility for the incident.","1","1","1","0","",".","0","1","0","4","Hijacking","",".","",".","1","Business","7","Retail/Grocery/Bakery","Unknown","Delivery Truck","233","Northern Ireland","3","Police","22","Police Building (headquarters, station, school)","Police Service of Northern Ireland (PSNI)","Headquarters","233","Northern Ireland","",".","",".","","","",".","Unknown","","","","","-9","","","","","0","","","2","0","0","",".","","",".","","",".","","6","Explosives/Bombs/Dynamite","16","Unknown Explosive Type","",".","",".","",".","",".","",".","",".","","0","0","0","0","0","0","0","",".","","","1","1","0","-99","","","","0","","","","","","2","Hostage(s) released by perpetrators","1","","4 suspects arrested over IRA letter-bomb campaign, The Associated Press, August 20, 2014.","Lorry hijacked and driver ordered to take suspicious object to police station, TheJournal.ie, August 20, 2014.","","START Primary Collection","-9","-9","1","1",""
"201408240095","2014","8","24","","0","","603","United Kingdom","8","Western Europe","Northern Ireland","Belfast","54.595384","-5.892108","1","0","The incident occurred in the East Belfast area.","08/24/2014: Assailants threw two incendiary devices at Police Service of Northern Ireland (PSNI) officers responding to a call for service in East Belfast neighborhood, Belfast city, Belfast district, Northern Ireland, United Kingdom. There were no reported casualties in the assault. No group claimed responsibility for the attack.","1","1","1","0","",".","0","0","0","8","Unarmed Assault","",".","",".","3","Police","25","Police Security Forces/Officers","Police Service of Northern Ireland (PSNI)","Officers","233","Northern Ireland","",".","",".","","","",".","",".","",".","","","",".","Unknown","","","","","-9","","","","","0","","","-99","0","0","",".","","",".","","",".","","8","Incendiary","19","Molotov Cocktail/Petrol Bomb","",".","",".","",".","",".","",".","",".","Petrol bombs were used in the attack.","0","0","0","0","0","0","0","",".","","","0","","","","","","","","","","","","","",".","","","Petrol bombs were thrown at police in East Belfast last night, TheJournal.ie, August 25, 2014.","Petrol bombs thrown at police in second night of east Belfast youth violence, Big News Network, August 25, 2014.","","START Primary Collection","-9","-9","1","1",""
"201408240098","2014","8","24","","0","","603","United Kingdom","8","Western Europe","Northern Ireland","Ballygawley","54.46275","-7.02819","1","0","Dungannon","08/24/2014: Assailants used heavy machinery to attack the vehicle of Sammy Brush in Ballygawley village, Dungannon district, Northern Ireland, United Kingdom. There were no reported casualties; however, two vehicles, including the vehicle belonging to Brush, a Government of Dungannon and South Tyrone councilor, were damaged in the incident. No group claimed responsibility for the attack.","1","1","1","0","",".","0","1","0","8","Unarmed Assault","",".","",".","2","Government (General)","15","Politician or Political Party Movement/Meeting/Rally","Government of Dungannon and South Tyrone","Vehicle of Councilor: Sammy Brush","233","Northern Ireland","",".","",".","","","",".","",".","",".","","","",".","Unknown","","","","","-9","","","","","0","","","-99","0","0","",".","","",".","","",".","","10","Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)","",".","",".","",".","",".","",".","",".","",".","A large heavy plant type vehicle was used in the attack.","0","0","0","0","0","0","1","3","Minor (likely < $1 million)","-99","Two vehicles were damaged in this attack.","0","","","","","","","","","","","","","",".","","","Sammy Brush: DUP councillor in Ballygawley 'targeted for 40th time', BBC, August 24, 2014.","DUP councillor attacked 'for 40th time', UTV, August 24, 2014.","","START Primary Collection","-9","-9","1","1",""
"201408250087","2014","8","25","","0","","75","Germany","8","Western Europe","Berlin","Berlin","52.514265","13.359299","1","0","The incident occurred in the Tiergarten area of the city.","08/25/2014: An assailant threw an incendiary device at the Christian Democratic Union (CDU) Headquarters in Tiergarten neighborhood, Berlin city, Berlin state, Germany. There were no reported casualties in the attack. The German Resistance Movement claimed responsibility for the incident.","1","1","1","0","",".","0","1","0","7","Facility/Infrastructure Attack","",".","",".","14","Private Citizens & Property","84","Political Party Member/Rally","Christian Democratic Union (CDU)","Headquarters","75","Germany","",".","",".","","","",".","",".","",".","","","",".","German Resistance Movement","","","","","40332","","","","","0","","","-99","0","1","5","Note left at scene","","",".","","",".","","8","Incendiary","19","Molotov Cocktail/Petrol Bomb","",".","",".","",".","",".","",".","",".","A petrol bomb was used in the attack.","0","0","0","0","0","0","1","3","Minor (likely < $1 million)","-99","The Christian Democratic Union of Germany (CDU) Federal Headquarters building was damaged in this attack.","0","","","","","","","","","","","","","",".","","","Police suspected neo-Nazis behind attack on the Reichstag, Berliner Morgenpost, September 30, 2014.","Attacks in Berlin's government district with new resistance movement, Panteres, December 15, 2014.","","START Primary Collection","0","0","0","0",""
"201408260060","2014","8","26","","0","","603","United Kingdom","8","Western Europe","Northern Ireland","Belfast","54.596835","-5.929578","1","0","","08/26/2014: Assailants threw multiple incendiary devices at Police Service of Northern Ireland (PSNI) officers in Belfast city, Belfast district, Northern Ireland, United Kingdom. There were no reported casualties in the assault. No group claimed responsibility for the attack.","1","1","1","0","",".","0","0","0","2","Armed Assault","",".","",".","3","Police","25","Police Security Forces/Officers","Police Service of Northern Ireland (PSNI)","Officers","233","Northern Ireland","",".","",".","","","",".","",".","",".","","","",".","Unknown","","","","","-9","","","","","0","","","-99","0","0","",".","","",".","","",".","","8","Incendiary","19","Molotov Cocktail/Petrol Bomb","",".","",".","",".","",".","",".","",".","Thrown petrol bombs were used in the attack.","0","0","0","0","0","0","0","",".","","","0","","","","","","","","","","","","","",".","","","Police attacked with petrol bombs in fourth night of youth violence in east Belfast, Big News Network, August 27, 2014.","Police Attacked With Petrol Bombs In East Belfast, 4NI, August 27, 2014.","","START Primary Collection","-9","-9","1","1",""
"201408280032","2014","8","28","","0","","75","Germany","8","Western Europe","Berlin","Berlin","52.49166","13.450359","1","0","The incident occurred in the Treptow neighborhood","08/28/2014: Assailants set fire to a power cable shaft of the subway system in Treptow neighborhood, Berlin city, Berlin state, Germany. There were no reported casualties in the attack. Left wing activists claimed responsibility for the incident and stated that the attack was carried out in order to draw attention to the treatment of illegal immigrants in Germany.","1","1","1","0","",".","0","1","0","7","Facility/Infrastructure Attack","",".","",".","19","Transportation","102","Subway","Deutsche Bahn","Power Cable Shaft","75","Germany","",".","",".","","","",".","",".","",".","","","",".","Left wing activists","","","","","2647","","","","Left wing activists claimed responsibility for the incident and stated that the attack was carried out in order to draw attention to the treatment of illegal immigrants in Germany.","0","","","-99","0","1","7","Posted to website, blog, etc.","","",".","","",".","","8","Incendiary","18","Arson/Fire","",".","",".","",".","",".","",".","",".","","0","0","0","0","0","0","1","4","Unknown","-99","A subway system was damaged in this attack.","0","","","","","","","","","","","","","",".","","","Arson attack   interrupts Berlin public transport, The Associated Press, August 29, 2014.","Arson attack interrupts Berlin public transport, Appeal-Democrat.com, August 29, 2014.","","START Primary Collection","-9","-9","0","-9",""
"201408280073","2014","8","28","","0","","603","United Kingdom","8","Western Europe","England","Bristol","51.4695","-2.528389","1","0","The incident occurred in the Speedwell area of the city.","08/28/2014: Assailants set fire to an Air Cadet Organization (ACO) Squadron 1860 minibus in Speedwell neighborhood, Bristol city, South West region, England, United Kingdom. There were no reported casualties in the attack. Random Anarchists claimed responsibility and stated that the incident was carried out in order to shed light on the ways in which militarism works its way into the fabric of daily life.","1","1","0","0","",".","0","1","0","7","Facility/Infrastructure Attack","",".","",".","4","Military","35","Military Transportation/Vehicle (excluding convoys)","Air Cadet Organization (ACO)","Squadron 1860 Minibus","216","Great Britain","",".","",".","","","",".","",".","",".","","","",".","Random Anarchists","","","","","40362","","","","In a statement online, Random Anarchists claimed responsibility and stated that the attack was meant to shed light on the ways in which militarism works its way into the fabric of daily life. The group also claimed that the incident was a protest of the powermongering disguised as benevolent international peacekeeping.","0","","","-99","0","1","7","Posted to website, blog, etc.","","",".","","",".","","8","Incendiary","18","Arson/Fire","",".","",".","",".","",".","",".","",".","","0","0","0","0","0","0","1","3","Minor (likely < $1 million)","-99","A minibus and another vehicle were damaged in this attack.","0","","","","","","","","","","","","","",".","","","Hunting Badger: police offer Â£10,000 reward after Bristol anarchist attacks, The Guardian, December 5, 2014.","Anarchists torch distraught Bristol Air Cadets' minibus ahead of NATO summit, Bristol Post, September 4, 2014.","Crime: Police give new minibus to arson victim, Bristol 24/7, September 11, 2014.","START Primary Collection","1","0","1","1",""
"201408300060","2014","8","30","2014-08-30 00:00:00","0","","75","Germany","8","Western Europe","Lower Saxony","Oldenburg","53.14345","8.214551999999999","1","0","","08/30/2014: Assailants threw an incendiary device at a Turkish mosque in Oldenburg city, Lower Saxony state, Germany. There were no reported casualties; however, the mosque was damaged in the attack. No group claimed responsibility for the incident.","1","1","1","0","",".","0","1","0","7","Facility/Infrastructure Attack","",".","",".","15","Religious Figures/Institutions","86","Place of Worship","Haci Bayram Mosque","Mosque","75","Germany","",".","",".","","","",".","",".","",".","","","",".","Unknown","","","","","-9","","","","","0","","","-99","0","0","",".","","",".","","",".","","8","Incendiary","19","Molotov Cocktail/Petrol Bomb","",".","",".","",".","",".","",".","",".","A Molotov cocktail was used in the attack.","0","0","0","0","0","0","1","3","Minor (likely < $1 million)","-99","A mosque was damaged in this attack.","0","","","","","","","","","","","","","",".","","","Two mosques attacked in Germany's Lower Saxony, World Bulletin, September 4, 2014.","","","START Primary Collection","-9","-9","0","-9",""
"201408300061","2014","9","4","2014-09-04 00:00:00","0","","75","Germany","8","Western Europe","Schleswig-Holstein","Moelln","53.620091","10.689131","1","0","","09/04/2014: Assailants attacked a Turkish mosque in Moelln town, Schleswig-Holstein state, Germany. There were no reported casualties in the attack. No group claimed responsibility for the incident.","1","1","1","0","",".","0","1","0","7","Facility/Infrastructure Attack","",".","",".","15","Religious Figures/Institutions","86","Place of Worship","Unknown","Turkish Mosque","75","Germany","",".","",".","","","",".","",".","",".","","","",".","Unknown","","","","","-9","","","","","0","","","-99","0","0","",".","","",".","","",".","","8","Incendiary","19","Molotov Cocktail/Petrol Bomb","",".","",".","",".","",".","",".","",".","A Molotov cocktail was used in the attack.","0","0","0","0","0","0","-9","",".","","It is unknown if a mosque was damaged in this attack.","0","","","","","","","","","","","","","",".","","","Two mosques attacked in Germany's Lower Saxony, World Bulletin, September 4, 2014.","","","START Primary Collection","-9","-9","0","-9",""
"201408310044","2014","8","31","","0","","603","United Kingdom","8","Western Europe","Northern Ireland","Killyleagh","54.400992","-5.669367","1","0","The incident occurred in Coily Hill Road area of the city.","08/31/2014: Two explosive devices detonated in Coily Hill Road area, Killyleagh village, Down district, Northern Ireland, United Kingdom. There were no reported casualties in the attack. No group claimed responsibility for the incident.","1","1","1","0","",".","0","1","0","3","Bombing/Explosion","",".","",".","20","Unknown","",".","Unknown","Unknown","233","Northern Ireland","",".","",".","","","",".","",".","",".","","","",".","Unknown","","","","","-9","","","","","0","","","-99","0","0","",".","","",".","","",".","","6","Explosives/Bombs/Dynamite","16","Unknown Explosive Type","",".","",".","",".","",".","",".","",".","","0","0","0","0","0","0","0","",".","","","0","","","","","","","","","","","","","",".","","","Bomb blast' site found in Killeagh, UTV, September 1, 2014.","Bomb experts probe blast sites, Yahoo! UK and Ireland, September 1, 2014.","","START Primary Collection","-9","-9","1","1",""
"201408310075","2014","8","31","","0","","78","Greece","8","Western Europe","Attica","Athens","37.986472","23.736655","1","0","The incident occurred in the Exarchia neighborhood of the city.","08/31/2014: Assailants threw incendiary devices at police personnel in Exarchia neighborhood, Athens city, Attica province, Greece. Two police officers were wounded in the attack. No group claimed responsibility for the incident.","1","1","1","0","",".","0","1","0","2","Armed Assault","",".","",".","3","Police","25","Police Security Forces/Officers","Hellenic Police","Officers","78","Greece","",".","",".","","","",".","",".","",".","","","",".","Unknown","","","","","-9","","","","","0","","","-99","6","0","",".","","",".","","",".","","8","Incendiary","19","Molotov Cocktail/Petrol Bomb","",".","",".","",".","",".","",".","",".","Molotov cocktails were used in the attack.","0","0","0","2","0","0","-9","",".","","It is unknown if any property was damaged in this attack.","0","","","","","","","","","","","","","",".","","","Two policemen injured in Exarchia attack, Kathimerini, September 1, 2014.","","","START Primary Collection","-9","-9","0","-9",""
"201409010082","2014","9","1","","0","","603","United Kingdom","8","Western Europe","England","Brighton","50.824634","-0.140331","1","0","The incident occurred on Tichborne street.","09/01/2014: Assailants set fire to a Sussex Police car on Tichborne Street in Brighton town, South East region, England, United Kingdom. There were no reported casualties in the attack. Anarchists claimed responsibility for the incident.","1","1","1","0","",".","0","1","0","7","Facility/Infrastructure Attack","",".","",".","3","Police","23","Police Patrol (including vehicles and convoys)","Sussex Police","Police Car","216","Great Britain","",".","",".","","","",".","",".","",".","","","",".","Anarchists","","","","","648","","","","","0","","","-99","0","1","7","Posted to website, blog, etc.","","",".","","",".","","8","Incendiary","18","Arson/Fire","",".","",".","",".","",".","",".","",".","","0","0","0","0","0","0","1","3","Minor (likely < $1 million)","-99","A police vehicle was damaged in this attack.","0","","","","","","","","","","","","","",".","","","Police car torched in suspected twin Church Street arson attack, The Argus, September 2, 2014.","Two attacks upon police targets (UK), 325, September 5, 2014.","","START Primary Collection","-9","-9","1","1",""
"201409030019","2014","9","3","","0","","96","Ireland","8","Western Europe","Cavan","Cootehill","54.072503","-7.082354","1","0","","09/03/2014: An explosive device was discovered and safely defused in Cootehill town, Cavan county, Ireland. No group claimed responsibility for the incident.","1","1","1","0","",".","0","0","0","3","Bombing/Explosion","",".","",".","20","Unknown","",".","Unknown","Unknown","96","Ireland","",".","",".","","","",".","",".","",".","","","",".","Unknown","","","","","-9","","","","","0","","","-99","0","0","",".","","",".","","",".","","6","Explosives/Bombs/Dynamite","17","Other Explosive Type","",".","",".","",".","",".","",".","",".","A pipe bomb (defused) was used in the attack.","0","0","0","0","0","0","0","",".","","","0","","","","","","","","","","","","","",".","","","Viable' device on Cavan estate made safe by Army, Irish Times, September 4, 2014.","Viable explosive device made safe in Cavan, Breaking News.ie, September 3, 2014.","","START Primary Collection","-9","-9","0","-9",""
"201409030060","2014","9","3","","0","","603","United Kingdom","8","Western Europe","England","Keynsham","51.415022","-2.502519","1","0","","09/03/2014: An assailant set fire to two police vehicles at a police station in Keynsham town, South West region, England, United Kingdom. There were no reported casualties; however, the vehicles were damaged in the attack. The Informal Anarchist Federation claimed responsibility for the incident.","1","1","1","0","",".","0","1","0","7","Facility/Infrastructure Attack","",".","",".","3","Police","23","Police Patrol (including vehicles and convoys)","Avon & Somerset Constabulary","Vehicles","216","Great Britain","",".","",".","","","",".","",".","",".","","","",".","Informal Anarchist Federation","","","","","20203","","","","","0","","","-99","1","1","7","Posted to website, blog, etc.","","",".","","",".","","8","Incendiary","18","Arson/Fire","",".","",".","",".","",".","",".","",".","","0","0","0","0","0","0","1","3","Minor (likely < $1 million)","-99","Two police vehicles were damaged in this attack.","0","","","","","","","","","","","","","",".","","","Anarchists are pathetic - editor's comment, September..., Bristol Post, September 4, 2014.","Arrest after suspected arson attack at Keynsham police station, near Bristol, Bristol Post, September 3, 2014.","Responsibility claim for the burning of police vehicles in Keynsham by 'Uncivil Disobedients / FAI' (UK), 325, September 6, 2014.","START Primary Collection","1","1","1","1",""
"201409040012","2014","9","4","","0","","96","Ireland","8","Western Europe","Dublin","Ronanstown","53.33794","-6.405256","1","0","","09/04/2014: An explosive device was discovered and safely defused at a civilian residence in Ronanstown area, Dublin county, Ireland. No group claimed responsibility for the incident.","1","1","1","0","",".","0","0","0","3","Bombing/Explosion","",".","",".","14","Private Citizens & Property","76","House/Apartment/Residence","Not Applicable","Residence","96","Ireland","",".","",".","","","",".","",".","",".","","","",".","Unknown","","","","","-9","","","","","0","","","-99","0","0","",".","","",".","","",".","","6","Explosives/Bombs/Dynamite","16","Unknown Explosive Type","",".","",".","",".","",".","",".","",".","","0","0","0","0","0","0","0","",".","","","0","","","","","","","","","","","","","",".","","","Viable IED made safe in Dublin, RTE Online, September 4, 2014.","","","START Primary Collection","-9","-9","0","-9",""
"201409060063","2014","9","6","","0","","603","United Kingdom","8","Western Europe","England","Manchester","53.499558","-2.184666","1","0","The incident occurred in the Newton Heath area of the city.","09/06/2014: Assailants set fire to a minibus belonging to the Islamic Center outside the building in Newtown Heath area, Manchester city, North West region, England, United Kingdom. There were no reported casualties; however, the minibus was damaged in the attack. No group claimed responsibility for the incident.","1","1","1","0","",".","0","1","0","7","Facility/Infrastructure Attack","",".","",".","15","Religious Figures/Institutions","87","Affiliated Institution","Manchester Islamic Centre","Minibus","216","Great Britain","",".","",".","","","",".","",".","",".","","","",".","Unknown","","","","","-9","","","","","0","","","2","0","0","",".","","",".","","",".","","8","Incendiary","18","Arson/Fire","11","Sabotage Equipment","",".","",".","",".","",".","",".","","0","0","0","0","0","0","1","3","Minor (likely < $1 million)","-99","A minibus was damaged in this attack.","0","","","","","","","","","","","","","",".","","","Arsonists torch bus at Muslim centre, BBC, September 6, 2014.","Man, 34, arrested over arson attack on minibus at Manchester mosque, Manchester Evening News, September 7, 2014.","CCTV cameras stolen just hours before arsonists target Islamic Centre in Newton Heath, Manchester Evening News, September 6, 2014.","START Primary Collection","-9","-9","1","1",""
"201409110001","2014","9","11","","0","","217","United States","1","North America","Missouri","Kansas City","39.10296","-94.583062","1","0","","09/11/2014: An assailant threw two Molotov cocktails at the office of United States Congressman, Emanuel Cleaver, in Kansas City, Missouri, United States. There were no reports of casualties or property damage in the attack. Police arrested Eric King, whom they describe as an anarchist, in connection with the attack. When arrested, King was found in possession of a letter confessing to the crime, stating that the attack in retaliation to deaths throughout the Middle East and Chile as well as events in Ferguson, Missouri.","1","1","1","0","",".","0","1","0","7","Facility/Infrastructure Attack","",".","",".","2","Government (General)","15","Politician or Political Party Movement/Meeting/Rally","United States House of Representatives","Office of Representative: Emanuel Cleaver","217","United States","",".","",".","","","",".","",".","",".","","","",".","Unaffiliated Individual(s)","","","","","20202","","","","An individual, identified as Eric King, claimed responsibility for the incident and stated that he carried out the attack in retaliation to deaths throughout the Middle East and Chile as well as events in Ferguson, Missouri.","0","","","1","1","1","1","Letter","","",".","","",".","","8","Incendiary","19","Molotov Cocktail/Petrol Bomb","",".","",".","",".","",".","",".","",".","Molotov cocktails were used in the attack.","0","0","0","0","0","0","1","3","Minor (likely < $1 million)","-99","An office window was damaged in this attack.","0","","","","","","","","","","","","","",".","","","Man charged in attempted firebombing of US Rep. Emanuel Cleaver's office in Kansas City, Minneapolis Star Tribune, September 17, 2014.","FBI probes attempted firebombing of US Rep. Emanuel Cleaver's office in Kansas City, FOXNews.com, September 11, 2014.","FBI, Police Investigate Molotov Cocktails at Congressman's Office, ABC News, September 11, 2014.","START Primary Collection","-9","-9","0","-9",""
